surname_norm	status	min_entry_id	min_surname	min_given_names	min_birth_year	min_death_year	min_description	min_references	xlsx_surname	xlsx_given_names	xlsx_birth_year	xlsx_death_year	xlsx_description
moltke	matchet_person_men_beskrivelse_afviger	PerXI05750	Moltke	Frederik, Greve	1854	1936	Søn af Fr.M. (1825-75), cand.phil., 1875 Lensgreve, arvede Bregentved Gods, Landmand og Politiker.	X:213;X:224;X:281;X:285;X:286;X:287;X:288;X:295;X:296;X:340;X:375;X:379;X:428	Moltke	Frederik, Greve	1854	1936	Søn af Fr.M. (1825–1875), cand. phil., 1875 Lensgreve, arvede Bregentved Gods, Landmand og Politiker.
moltke	kun_min	PerXI05751	Moltke	Frits	1820	1909	Auditør, 1855 Overauditør, 1856 Byfoged i Korsør, 1869 Birkedommer i Kronborg 0. Birk (Fredensborg).	IV:180;IV:181					
moltke	matchet_person_men_beskrivelse_afviger	PerXI05755	Moltke	Hemming, Greve	1861	1927	Søn af Fr.M. (1825-75), senere Besidder af Marienborg, Møn.	X:212;X:268;X:279;X:282;X:283;X:285;X:286;X:287;X:295;X:296;X:399	Moltke	Hemming, Greve	1861	1927	Søn af Fr.M. (1825–1875), senere Besidder af Marienborg, Møn.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05759	Moltke	Joachim, Greve	1857	1943	Søn af Fr.M. (1825-75), Student 1874, senere Hofmarskal hos Kong Frederik VIII.	X:281;X:285;X:286;X:287;X:288;X:295;X:296;X:340;X:375;X:379;X:428	Moltke	Joachim, Greve	1857	1943	Søn af Fr.M. (1825–1875), Student 1874, senere Hofmarskal hos Kong Frederik VIII.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05760	Moltke	Julie, Komtesse	1830	1889	Datter ^ A.W.M., g.1854 m. Herredsfoged i Eckernforde Herred, senere Amtmand over Svendborg Amt, Grev Ludvig Brockenhuus-Schack. II 275. — Se ogsaa: Brockenhuus-Schack, Julie. Moltke, Julie (Lilly), Grevinde, f. Sehestedt Juul (1845-99), Datter af Chr. Sehestedt Juul, g. 1° 1864 m. Otto M. til Espe, 2° 1871 m. Carl Rantzau. VI 172 177 229 230 233 345 350- 52. VII 2 197 224-25 321 363. VIII 222 224-25 258-59 260 378 380 383 387 406 407 451. IX 19 26-27 62 64 67 69-71 72 75 77-79. — Se ogsaa: Rantzau, Julie. Moltke, Julius (1787-1845), Byfoged i Svendborg.	II:287;II:290;II:295	Moltke	Julie, Komtesse	1830	1889	Datter af A.W.M., g. 1854 m. Herredsfoged i Eckernförde Herred, senere Amtmand over Svendborg Amt, Grev Ludvig Brockenhuus-Schack.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05761	Moltke	Ludvig, Lensgreve	1790	1864	dansk Gesandt i Stockholm 1832, i Paris 1848-56.	II:16	Moltke	Ludvig, Lensgreve	1790	1864	Dansk Gesandt i Stockholm 1832, i Paris 1848–1856.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05762	Moltke	Malvina, Grevinde, f. Simons	1802	1883	g. 1824 m. Carl M.(-Nutschau).	II:275;II:278;II:279;III:169;IV:2;X:478	Moltke	Malvina, Grevinde, f. Simons	1802	1883	g. 1824 m. Carl M.(-Nütschau).
moltke	matchet_person_men_beskrivelse_afviger	PerXI05764	Moltke	Maria, Komtesse	1827	1889	Datter af A.W.M., g.1852 m. Kommitteret i Domænedirektionen, senere Stiftamtmand Christian Bille-Brahe. II 275 278 281-83. III 418 425. — Se ogsaa: Bille-Brahe, Maria. Moltke, Marie, Komtesse (1815-90), Datter af Carl Emil M., Conradineslyst.	V:177;VI:107;VI:108;VI:109;VI:110;VI:230;VII:199;VII:200	Moltke	Maria, Komtesse	1827	1889	Datter af A.W.M., g. 1852 m. Kommitteret i Domænedirektionen, senere Stiftamtmand Christian Bille-Brahe.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05769	Moltke	Otto Joachim, Greve	1770	1853	Søn af A.G.M. (1710-92), fhv. Statsminister, Besidder af Espe og Bonderup.	II:387;III:183;III:286;III:384;IV:32;IV:33;IV:35	Moltke	Otto Joachim, Greve	1770	1853	Søn af A.G.M. (1710–1792), fhv. Statsminister, Besidder af Espe og Bonderup.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05773	Moltke	Rosalie (Rosa), Komtesse	1866	1924	Datter af Otto M. (1828-68), g.1887 m. Klosterprovst i Preetz, Rigsgreve Georg von Platen-Hallermund.	VII:197;IX:70	Moltke	Rosalie (Rosa), Komtesse	1866	1924	Datter af Otto M. (1828–1868), g. 1887 m. Klosterprovst i Preetz, Rigsgreve Georg von Platen-Hallermund.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05775	Moltke	Sophie Isabella Lætitia, Komtesse	1827	1898	Datter af Adam Gottlob M. (1798-1863), g.1851 m. H.P. Kofoed-Hansen.	III:291	Moltke	Sophie Isabella Lætitia, Komtesse	1827	1898	Datter af Adam Gottlob M. (1798–1863), g.1851 m. H.P. Kofoed-Hansen.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05781	Moltke	Wilhelm, Greve	1801	1864	Søn af Otto Joachim M., Amtmand over Holbæk Amt 1831-48.	III:291;III:384;III:385;IV:118;IV:235;IV:294;IV:295	Moltke	Wilhelm, Greve	1801	1864	Søn af Otto Joachim M., Amtmand over Holbæk Amt 1831–1848.
moltke	matchet_person_men_beskrivelse_afviger	PerXI05782	Moltke	Wilhelmine, Lensgrevinde, f. Bardenfleth	1800	1890	Søster til C. E. Bardenfleth, Enke efter Ludvig M.	VIII:320;X:282	Moltke	Wilhelmine, Lensgrevinde, f. Bardenfleth	1800	1890	Søster til G. E. Bardenfleth, Enke efter Ludvig M.
moltke	kun_xlsx								Moltke				(1869, ikke nærmere angivet).
moltke	kun_xlsx								Moltke	Catharine Margrethe Dorothea, f. Colding	1792	1873	Enke efter Julius M.
moltke	kun_xlsx								Moltke	Julie (Lilly), Grevinde, f. Sehestedt Juul	1845	1899	Datter af Chr. Sehestedt Juul, g. 1° 1864 m. Otto M. til Espe, 2° 1871 m. Carl Rantzau.
moltke	kun_xlsx								Moltke	Julius	1787	1845	Byfoged i Svendborg.
moltke	kun_xlsx								Moltke	Marie, Komtesse	1815	1890	Datter af Carl Emil M., Conradineslyst.
morsing	kun_min	PerXI05820	Morsing	Johanne (død 1776, 55 Aar gi.), Enke efter Chr.M. I 58. Mortensen (i det vestlige Amerika), se: Morton, H. C. Mortier de Fontaine, Henri Louis Stanislaus	1816	1883	polsk Klavervirtuos.	II:341;II:343					
morsing	kun_xlsx								Morsing	Johanne		1776	Enke efter Chr.M.
mosen	kun_min	PerXI05822	Mosen	Erich	1841	1870	Søn af Julius M., stud.jur., faldet i Slaget ved Mars-la Tour.	III:24;III:25					
mosen	matchet_person_men_beskrivelse_afviger	PerXI05823	Mosen	Julius	1803	1867	tysk Digter, 1844-46 Dramaturg ved Hofteatret i Oldenburg.	III:18;III:19;III:22;III:23;III:24;III:25;III:179;III:181	Mosen	Julius	1803	1867	Tysk Digter, 1844–1846 Dramaturg ved Hofteatret i Oldenburg.
mosen	kun_min	PerXI05824	Mosen				Minna, f. Jungwirth (død 1880), g.m. Julius M.	III:22;III:24					
mosen	kun_xlsx								Mosen	Minna, f. Jungwirth		1880	g.m. Julius M.
mosenthal	kun_min	PerXI05825	Mosenthal	Karoline, f. Weil	1830	1862	g.m. S.H.M.	IV:228					
mosenthal	kun_min	PerXI05826	Mosenthal	S. H.	1821	1877	tysk Skuespilforfatter.	IV:162;IV:198;IV:228;IV:236;VII:23;VIII:276					
muller	kun_min	PerXI05890	Müller				Flüelen 19.7.1860.	IV:401					
muller	kun_min	PerXI05891	Müller				Brødrene, Kvartetspillere, Kammervirtuoser i Meiningen (Carl Müller-Berghaus (1829-1907, Violino 1), Hugo Müller (1832-86, Violino II), Bernhard Müller (1825-95, Viola), Wilhelm Müller (1834-97, Violoncello)).	IV:377;IV:378;IV:379					
muller	kun_min	PerXI05892	Müller				Frue, Meiningen 12.6.1860.	IV:377;IV:378					
muller	kun_min	PerXI05893	Müller				Søn af Kansler, Weimar.	IV:79					
muller	kun_min	PerXI05894	Müller				Sønnesøn af Kansler, Weimar.	IV:79					
muller	matchet_person_men_beskrivelse_afviger	PerXI05897	Müller	Augusta	1813	1897	Datter af Peter Erasmus M. (1776-1834)	I:119;III:245;VI:119;VI:267	Müller	Augusta	1813	1897	Datter af Peter Erasmus M. (1776–1834).
muller	matchet_person_men_beskrivelse_afviger	PerXI05898	Müller	Augusta, f. Thiele	1851	1928	Datter af J.M.Thiele, g.1874 m. P.E. M. (1840-1926). X 380 385. — Se ogsaa: Thiele, Augusta. Müller, Budtz (1837-84), cand.pharm., Fotograf.	V:382;VI:226;VII:227;VII:243;VII:359;VIII:153;VIII:369;IX:146;IX:342;IX:377;X:18;X:37	Müller	Augusta, f. Thiele	1851	1928	Datter af J.M.Thiele, g.1874 m. P.E. M. (1840–1926).
muller	matchet_person_men_beskrivelse_afviger	PerXI05901	Müller	Georg	1840	1909	Operasanger ved Hofoperaen i Wien 1868-97.	VIII:285	Müller	Georg	1840	1909	Operasanger ved Hofoperaen i Wien 1868–1897.
muller	kun_min	PerXI05903	Müller	J. P.	1798	1863	Direktør for et rejsende Skuespillerselskab.	II:266;II:267					
muller	matchet_person_men_beskrivelse_afviger	PerXI05907	Müller	Laura	1822	1902	Skuespillerinde ved Det kgl. Teater 1850-67.	V:132;VII:15;VIII:150	Müller	Laura	1822	1902	Skuespillerinde ved Det kgl. Teater 1850–1867.
muller	matchet_person_men_beskrivelse_afviger	PerXI05908	Müller	Ludvig	1809	1891	Søn af Peter Erasmus M. (1776-1834), cand.theol., 1836 lic.theol., 1855 dr.phil., 1847 Inspektør ved Det kgl. Møntkabinet, 1865 Direktør for Den kgl. Mønt- og Medaillesamling, 1866 tillige for Antiksamlingen; tit. Professor 1853, Etatsraad 1869; Numismatiker og Arkæolog.	I:119;I:124;I:143;I:302;I:414;I:453;IV:302;V:442;VIII:355;VIII:436;X:251	Müller	Ludvig	1809	1891	Søn af Peter Erasmus M. (1776–1834), cand. theol., 1836 lic.theol., 1855 dr.phil., 1847 Inspektør ved Det kgl. Møntkabinet, 1865 Direktør for Den kgl. Mønt- og Medaillesamling, 1866 tillige for Antiksamlingen; tit. Professor 1853, Etatsraad 1869; Numismatiker og Arkæolog.
muller	matchet_person_men_beskrivelse_afviger	PerXI05909	Müller	Ludvig Christian	1806	1851	Præst og seminarieforstander, historiker, HCA.s manuduktør til studentereksamen.	IV:342;VII:308;VII:341;IX:50;X:346	Müller	Ludvig Christian	1806	1851	Præst og seminarieforstander, historiker, h.c.andersens manuduktør til studentereksamen.
muller	matchet_person_men_beskrivelse_afviger	PerXI05910	Müller	Marie Louise, f. Biering	1844	1908	g. 1874 m. Sigurd M. X 273. — Se ogsaa: Biering, Marie Louise. Müller, Otto, og hans Kæreste, Oldenburg 1846.	III:181	Müller	Marie Louise, f. Biering	1844	1908	g. 1874 m. Sigurd M.
muller	matchet_person_men_beskrivelse_afviger	PerXI05911	Müller	Otto	1807	1882	Søn af Peter Erasmus M. (1776-1834), Auditør, 1839 Overauditør, 1846 Overretsassessor, 1860-78 Højesteretsassessor.	I:158;I:169;I:172;I:445;I:467;II:32;IV:408;IV:410;IV:430;VIII:436;X:186	Müller	Otto	1807	1882	Søn af Peter Erasmus M. (1776–1834), Auditør, 1839 Overauditør, 1846 Overretsassessor, 1860–1878 Højesteretsassessor.
muller	matchet_person_men_beskrivelse_afviger	PerXI05916	Müller	Thorvald	1809	1879	Adjunkt paa Herlufsholm 1833-41, senere Institutbestyrer i Norge og Lærer i Kbh.	II:3	Müller	Thorvald	1809	1879	Adjunkt på Herlufsholm 1833–1841, senere Institutbestyrer i Norge og Lærer i Kbh.
muller	kun_min	PerXI05917	Müller	Wilhelm	1794	1827	tysk Digter.	II:130;II:131					
muller	matchet_person_men_beskrivelse_afviger	PerXI05918	Müller				Wilhelmine von, f. Lüttich, g. m. Friedrich v.M.	IV:79;IV:82	Müller	Wilhelmine von, f. Lüttich			g. m. Friedrich v.M.
muller	kun_xlsx								Müller				Flüelen 19.7.1860.
muller	kun_xlsx								Müller	Budtz	1837	1884	cand. pharm., Fotograf.
muller	kun_xlsx								Müller	Otto, og hans Kæreste			Oldenburg 1846.
mumm von scheibler	kun_min	PerXI05843	Mumm von Scheibler	Gottlieb	1781	1852	dansk Generalkonsul i Frankfurt a.M., Grundlægger af Champagnefirmaet Mumm i Reims.	II:367;II:368					
munthe af morgenstierne	kun_min	PerXI05865	Munthe af Morgenstierne	J. W. von	1788	1859	Chargé d'affaires ad interim i Haag 1847-48.	III:198;III:199;III:200;III:201					
møller	kun_min	PerXI05941	Møller					VIII:208					
møller	kun_min	PerXI05942	Møller				Dansk-Amerikaner, havde som Dreng set HCA 1859 paa Børglumkloster (København 29.10.1873).	X:160					
møller	matchet_person_men_beskrivelse_afviger	PerXI05943	Møller				Frøken, g.m. en Gøgler og dræbt af ham ved et Vaadeskud.	IX:309	Møller	Frøken			g.m. en Gøgler og dræbt af ham ved et Vaadeskud.
møller	kun_min	PerXI05944	Møller				Frøken, Møllerens Datter, Bregentved 27.7.1842.	II:284					
møller	kun_min	PerXI05946	Møller				Komponist, se: Lange-Müller, P. E. Møller, fhv. Kontorchef (ikke i Vejviseren 1875).	X:410					
møller	kun_min	PerXI05949	Møller	Anna Sørine Sophie, f. Hansen	1805	1867	g.1825 m. Hans Jørgen M.	VII:21;VII:22					
møller	matchet_person_men_beskrivelse_afviger	PerXI05950	Møller	Carl	1783	1861	Gartner paa Glorup.	IV:31;IV:32;IV:40	Møller	Carl	1783	1861	Gartner på Glorup.
møller	matchet_person_men_beskrivelse_afviger	PerXI05954	Møller	Daniel Christian	1816	1904	Sognepræst i Fakse 1873-95.	X:283	Møller	Daniel Christian	1816	1904	Sognepræst i Fakse 1873–1895.
møller	matchet_person_men_beskrivelse_afviger	PerXI05956	Møller	Eline, f. Bredsdorff	1806	1888	Søster til Jacob Hornemann Bredsdorff, Enke efter Sognepræst Chr.Edv.M.	V:123;V:124;VI:68;VI:70;VI:73;VIII:368	Møller	Eline, f. Bredsdorff	1806	1888	Søster til Jacob Homemann Bredsdorff, Enke efter Sognepræst Chr. Edv. M.
møller	matchet_person_men_beskrivelse_afviger	PerXI05957	Møller	Elisabeth	1853	1938	Datter af F.A.C.M., Selskabsdame paa Holsteinborg, g.m. Rentier Jenssen, Norge.	X:261;X:263;X:269	Møller	Elisabeth	1853	1938	Datter af F.A.C.M., Selskabsdame på Holsteinborg, g.m. Rentier Jenssen, Norge.
møller	matchet_person_men_beskrivelse_afviger	PerXI05958	Møller	Elvilda Antonia Victoria	1846	1934	Balletdanserinde, g.1874 m. Harald Scharff. VII 250. VIII 49. X 39 54. — Se ogsaa: Scharff, Elvilda. Møller, Frederik Adolph Christian (1817- 1905), Sognepræst 1872-88 i Hyllested, Venslev og Holsteinborg, Provst.	X:258;X:261;X:263;X:269	Møller	Elvilda Antonia Victoria	1846	1934	Balletdanserinde, g.1874 m. Harald Scharff.
møller	matchet_person_men_beskrivelse_afviger	PerXI05962	Møller	J. F.	1797	1871	dansk Portrætmaler, opholdt sig 1845-47 i England.	III:210;III:213;III:214;III:215;III:218;III:219;III:226;III:232;III:246	Møller	J. F.	1797	1871	Dansk Portrætmaler, opholdt sig 1845–1847 i England.
møller	matchet_person_men_beskrivelse_afviger	PerXI05965	Møller	Jens Georg Marius	1816	1891	Sognepræst 1851 i Kejtum paa Sild, 1861 paa Oland, 1864 i Ketting paa Als.	VIII:263	Møller	Jens Georg Marius	1816	1891	Sognepræst 1851 i Kejtum på Sild, 1861 på Oland, 1864 i Ketting på Als.
møller	matchet_person_men_beskrivelse_afviger	PerXI05966	Møller	Jens Peter	1816	1884	Godsforvalter paa Glorup, exam.jur. III 3 184 419. IV 41 43-44 233-34. V 400. VII. 323 325. Møller (i Folketællingen 1834: Muller), Joachim Otto (1781-1873), Regimentskirurg, Overkirurg ved Øresunds Hospital i Helsingør 1834-53.	II:29	Møller	Jens Peter	1816	1884	Godsforvalter på Glorup, exam.jur.
møller	matchet_person_men_beskrivelse_afviger	PerXI05967	Møller				Johan Fich, Gæstgiver i Svendborg.	IV:232	Møller	Johan Fich			Gæstgiver i Svendborg.
møller	matchet_person_men_beskrivelse_afviger	PerXI05968	Møller	Johanne	1860	1948	Datter af F.A.C.M., g.1890 m. Godslæge paa Holsteinborg, dr.med. Frederik Berleme-Nix, senere Læge i København og tit. Professor.	X:261	Møller	Johanne	1860	1948	Datter af F.A.C.M., g. 1890 m. Godslæge på Holsteinborg, dr.med. Frederik Berleme-Nix, senere Læge i København og tit. Professor.
møller	matchet_person_men_beskrivelse_afviger	PerXI05969	Møller	Johannes	1832	1923	Søn af Christine Sophie M., Kateket, Skoleinspektør i Odense, 1874-92 residerende Kapellan ved Vor Frue Kirke i Odense.	VII:383;VII:385;VII:386;VIII:5;VIII:54;VIII:183	Møller	Johannes	1832	1923	Søn af Christine Sophie M., Kateket, Skoleinspektør i Odense, 1874–1892 residerende Kapellan ved Vor Frue Kirke i Odense.
møller	matchet_person_men_beskrivelse_afviger	PerXI05972	Møller	Mathias	1770	1857	Borgmester og Byfoged i Nykøbing F. 1820-51, Justitsraad.	III:424	Møller	Mathias	1770	1857	Borgmester og Byfoged i Nykøbing F. 1820–1851, Justitsraad.
møller	matchet_person_men_beskrivelse_afviger	PerXI05975	Møller				Otto, Oppasser hos Chr. Wulff paa »Ægir«, Chefens Hovmester paa Briggen »Mercurius«, Karl hos HCA.	III:295;III:372;III:413;III:422;III:423;III:425;VIII:20	Møller	Otto			Oppasser hos Chr. Wulff på »Ægir«, Chefens Hovmester på Briggen »Mercurius«, Karl hos H.C. Andersen.
møller	matchet_person_men_beskrivelse_afviger	PerXI05981	Møller	Vilhelm	1846	1904	cand.phil., Litterat, 1870-74 Udgiver af »Nyt dansk Maanedsskrift«, Oversætter, 1893 Censor for Privatteatrene.	VII:313;VII:325;VIII:392;VIII:427;IX:217;IX:222;IX:227;IX:312;X:431	Møller	Vilhelm	1846	1904	cand. phil., Litterat, 1870–1874 Udgiver af »Nyt dansk Maanedsskrift«, Oversætter, 1893 Censor for Privatteatrene.
møller	kun_xlsx								Møller				»Skrev Anbefalings Brev for Møller til Gonsul Kirstein i Bordeaux« (Dagbog 10.5.1869).
møller	kun_xlsx								Møller	Frederik Adolph Christian	1817	1905	Sognepræst 1872–1888 i Hyllested, Venslev og Holsteinborg, Provst.
møller	kun_xlsx								Møller	Joachim Otto	1781	1873	(i Folketællingen 1834: Müller), Regimentskirurg, Overkirurg ved Øresunds Hospital i Helsingør 1834–1853.
napier	kun_min	PerXI06002	Napier	Sir Charles	1786	1860	engelsk Viceadmiral.	IV:246;IV:247					
nathan-david	kun_min	PerXI06008	Nathan-David	se: David C. N. Nathansen, M.	1840	1902	Redaktionssekretær ved Berlingske Tidende.	VII:318					
nystrom	kun_min	PerXI06160	Nystrom	Thyra, f. Hammerich	1846	1921	Datter af Frederik Hammerich, g. 1° 1868 m. Anton N., 2° 1880 m. Senator Eduard Neovius, Helsingfors. VIII 245-46. — Se ogsaa: Hammerich, Thyra. Næb, Frøken (Navnet forskrevet, NB ikke = Næboe).	IX:369					
nægler	kun_min	PerXI06164	Nægler	M. B.	1825	1890	Kaptajn i Infanteriet, Hofchef hos Kronprins Frederik, Kammerherre 1874, Oberst 1876, Afsked 1877.	VIII:437;IX:14					
nørgaard	kun_min	PerXI06169	Nørgaard	E. A. (død 1891), Inspektør ved Rosenborg Brønd-Anstalt. IV 241. O. Oberlin, Jeremias Jacob	1735	1806	Professor i Strassburg, Theolog og Bibliograf.	II:364					
nørgaard	kun_xlsx								Nørgaard	E. A.		1891	Inspektør ved Rosenborg Brønd-Anstalt.
o'donell von tyrconell	kun_min	PerXI06175	O'Donell von Tyrconell	Heinrich, Greve	1802	1872	k.k. Kämmerer ved Guvernementet i Triest.	III:82					
o'neill	kun_min	PerXI06213	O'Neill				Familien.	VIII:300;X:197					
o'neill	kun_min	PerXI06214	O'Neill				Frue, Enke efter José Maria O'N.	VII:142;VII:143					
o'neill	kun_min	PerXI06215	O'Neill	Adelaide, f. Custance (død efter 1905), g.m. Carlos O'N.	1820	1874	.	VII:120;VII:121;VII:123;VII:124;VII:126;VII:131;VII:132;VII:133;VII:134;VII:135;VII:137;VII:138;VII:140;VII:164;VIII:105;VIII:241;IX:156					
o'neill	kun_min	PerXI06216	O'Neill	Adelaide	1850	1865	Datter af Carlos O'N.	VII:121;VII:123					
o'neill	kun_min	PerXI06217	O'Neill	Arthur	1852	1880	Søn af Jorge Torlades O'N.	VII:100;VII:101;VII:103;VII:104;VII:105;VII:108;VII:109;VII:113;VII:114;VII:115;VII:116;VII:118;VII:120;VII:138;VII:140;VII:141;VII:142;VII:159;VII:163;VII:164;VII:165;VII:166					
o'neill	kun_min	PerXI06218	O'Neill	Carlos	1820	1874	Søn af José Maria O'N., portugisisk Købmand i Setúbal, dansk Vicekonsul.	VII:119;VII:120;VII:121;VII:122;VII:123;VII:124;VII:125;VII:126;VII:131;VII:132;VII:133;VII:134;VII:135;VII:136;VII:137;VII:138;VII:140;VII:164;VII:165;VII:191;VII:232;VIII:105;VIII:241;IX:156					
o'neill	kun_min	PerXI06219	O'Neill	Carlos	1846	1917	Søn af Carlos O'N.	VII:119;VII:121;VII:122;VII:123;VII:124;VII:126;VII:127;VII:128;VII:129;VII:130;VII:133;VII:135;VII:136;VII:137;VII:164;VIII:241;IX:156					
o'neill	kun_min	PerXI06220	O'Neill				Carlota Ignes, Datter af Joana O'N., g.m. Dr. Antonio Emilio de Så Brandao.	VII:104;VII:107;VII:110;VII:111					
o'neill	kun_min	PerXI06221	O'Neill	Carolina Teresa, f. O'Neill	1822	1894	Datter af Joana O'N., g.m. Jorge Torlades O'N.	VII:100;VII:103;VII:104;VII:106;VII:112;VII:113;VII:118;VII:119;VII:126;VII:131;VII:138;VII:139;VII:140;VII:147;VII:148;VII:162					
o'neill	kun_min	PerXI06222	O'Neill				Carolina's Søster i Setúbal.	VII:119;VII:120;VII:126;VII:131;VII:147;VII:148					
o'neill	kun_min	PerXI06223	O'Neill				Eduardo, Setúbal, Søn af José Maria O'N.	VII:133					
o'neill	kun_min	PerXI06224	O'Neill				Enrico, Søn af José Maria O'N.	VII:133					
o'neill	kun_min	PerXI06225	O'Neill				Joana, f. de Brito e Cunha, Lissabon.	VII:107;VII:110;VII:111					
o'neill	kun_min	PerXI06226	O'Neill				Joaquim, Søn af José Maria O'N., ansat paa Broderen Carlos' Kontor i Setúbal.	VII:121;VII:130;VII:133;VII:134					
o'neill	kun_min	PerXI06227	O'Neill	Jorge (George) Torlades	1817	1890	Søn af José Maria O'N., portugisisk Købmand, dansk Generalkonsul i Lissabon 1841.	VI:216;VI:224;VI:233;VI:234;VI:249;VI:261;VI:266;VI:273;VI:274;VI:280;VI:292;VI:302;VI:321;VI:344;VI:348;VII:4;VII:33;VII:46;VII:49;VII:81;VII:85;VII:90;VII:99;VII:100;VII:101;VII:102;VII:103;VII:104;VII:105;VII:106;VII:107;VII:108;VII:109;VII:110;VII:111;VII:112;VII:113;VII:114;VII:115;VII:116;VII:117;VII:118;VII:119;VII:120;VII:122;VII:129;VII:131;VII:132;VII:133;VII:134;VII:136;VII:137;VII:138;VII:139;VII:140;VII:141;VII:142;VII:143;VII:144;VII:145;VII:146;VII:147;VII:148;VII:156;VII:159;VII:160;VII:161;VII:162;VII:163;VII:164;VII:165;VII:166;VII:167;VII:172;VII:177;VII:187;VII:191;VII:197;VII:256;VII:289;VII:320;VII:391;VIII:77;VIII:98;VIII:156;VIII:420;X:212					
o'neill	kun_min	PerXI06228	O'Neill	Jorge (George)	1848	1925	Søn af Jorge Torlades O'N.	VII:100;VII:101;VII:102;VII:103;VII:104;VII:105;VII:106;VII:107;VII:108;VII:109;VII:111;VII:113;VII:114;VII:115;VII:116;VII:118;VII:120;VII:126;VII:131;VII:138;VII:140;VII:162;VII:163					
o'neill	kun_min	PerXI06229	O'Neill	José Carlos	1816	1889	Søn af José Maria O'N., Partikulier, Cintra.	VII:102;VII:104;VII:107;VII:109;VII:111;VII:112;VII:117;VII:126;VII:132;VII:133;VII:138;VII:139;VII:141;VII:142;VII:143;VII:144;VII:145;VII:146;VII:147;VII:148;VII:149;VII:150;VII:151;VII:152;VII:153;VII:154;VII:155;VII:156;VII:157;VII:159;VII:160;VII:161;VII:163;VII:174;VII:191;VII:232					
