person_id,reg_id,tier,register_name,live_label,shared_pages,note
HCAP02290,Reg0044970,exact_name,"Bødtcher, Ludvig","Bødtcher, Ludvig (1793–1874)",24,
HCAP02291,Reg0044980,exact_name,"Bøe, Frants","Bøe, Frants (1820–1891)",2,
HCAP02292,Reg0044990,exact_name,Boeg,Boeg,1,
HCAP02294,Reg0045030,exact_name,"Bøgh, Charlotte, f. Dons","Bøgh, Charlotte, f. Dons (1816–1888)",4,
HCAP02295,Reg0045040,exact_name,"Bøgh, Elisabeth (Elisa), f. Plum","Bøgh, Elisabeth (Elisa), f. Plum (1836–1910)",1,
HCAP02296,Reg0045050,exact_name,"Bøgh, Erik","Bøgh, Erik (1822–1899)",28,
HCAP02297,Reg0045060,exact_name,"Bøgh, Frederik","Bøgh, Frederik (1836–1882)",47,
HCAP02298,Reg0045070,exact_name,"Bøgh, Jakob Peter Mynster","Bøgh, Jakob Peter Mynster (1854–1925)",1,
HCAP02299,Reg0045080,exact_name,"Bøgh, Nicolai","Bøgh, Nicolai (1843–1905)",16,
HCAP02300,Reg0045090,exact_name,"Bøgh, Nicolai Seidelin","Bøgh, Nicolai Seidelin (1805–1880)",4,
HCAP02301,Reg0045100,exact_name,"Böie, John","Böie, John (1822–1900)",2,
HCAP02302,Reg0045110,exact_name,"Bokman, K. M.","Bökman, K. M. (død 1904)",1,
HCAP02303,Reg0045120,exact_name,"Bolte, Amalie","Bolte, Amalie (1811–1891)",7,
HCAP02304,Reg0045130,exact_name,"Börne, Ludwig","Börne, Ludwig (1786–1837)",2,
HCAP02305,Reg0045150,exact_name,"Böttger, Adolf","Böttger, Adolf (1815–1870)",1,
HCAP02306,Reg0045160,exact_name,"Böttiger, C. W.","Böttiger, C. W. (1807–1878)",8,
HCAP02307,Reg0045170,exact_name,"Böttiger, Disa, f. Tegnér","Böttiger, Disa, f. Tegnér (1813–1866)",6,
HCAP02308,Reg0045180,exact_name,"Böttiger, Oscar","Böttiger, Oscar (1814–1863)",1,
HCAP02310,,none,"Cabrun, Baron, Berlin",,0,
HCAP02311,Reg0045210,exact_name,Caccicorci,Caccicorci,1,
HCAP02312,Reg0045220,exact_name,"Caén, Anton","Caén, Anton (1813–1872)",1,
HCAP02314,Reg0045240,exact_name,"Calabrese, Mattia Preti, il Cavaliere —","Calabrese, Mattia Preti, il Cavaliere - (1613–1699)",1,
HCAP02315,Reg0045250,exact_name,"Calame, Alexandre","Calame, Alexandre (1810–1864)",1,
HCAP02316,Reg0045260,exact_name,"Calame, Henri-Florian","Calame, Henri-Florian (1807–1863)",1,
HCAP02317,Reg0045270,exact_name,"Calame, Marie-Anne","Calame, Marie-Anne (1775–1834)",1,
HCAP02318,Reg0045280,exact_name,"Calderon de la Barca, Pedro","Calderon de la Barca, Pedro (1600–1681)",7,
HCAP02319,Reg0045290,exact_name,Calderone,Calderone,1,
HCAP02320,Reg0045300,exact_name,"Calepoliti, Alexandra","Calepoliti, Alexandra",1,
HCAP02321,,none,"Caliari, Gabriele",,0,
HCAP02322,Reg0045330,exact_name,"Calisch, Elias Marcus","Calisch, Elias Marcus (1806–1880)",1,
HCAP02323,Reg0045340,exact_name,"Callisen, Frk.","Callisen, Frk.",1,
HCAP02324,Reg0045350,exact_name,"Callisen, Joh. Friedr. Leonhard","Callisen, Joh. Friedr. Leonhard (1775–1864)",0,
HCAP02325,Reg0045370,exact_name,"Calmette, Lisa de la, f. Baronesse Iselin","Calmette, Lisa de la, f. Baronesse Iselin (1754–1805)",1,
HCAP02326,,none,Calon,,0,
HCAP02327,Reg0041450,signature_only,Calon,"Bramsen, Ludvig (1847–1914)",1,
HCAP02328,,none,"Calon, P.",,0,
HCAP02329,Reg0045410,signature_only,"Cambiaso, Luca","Gambiaso, Luca (1527–1585)",1,
HCAP02330,Reg0045420,exact_name,"Cambridge, Adolphus Frederick, Hertug af —","Cambridge, Adolphus Frederick, Hertug af – (1774–1850)",1,
HCAP02331,Reg0045430,exact_name,"Cambridge, Augusta, Hertuginde af —, f. Prinsesse af Hessen-Kassel","Cambridge, Augusta, Hertuginde af –, f. Prinsesse af Hessen-Kassel (1797–1889)",2,
HCAP02333,Reg0045450,exact_name,"Camöes, Luis Vaz de","Camöes, Luis Vaz de (1524–1580)",4,
HCAP02334,Reg0045460,exact_name,"Campbell, Thomas","Campbell, Thomas (1777–1844)",1,
HCAP02335,Reg0045470,exact_name,"Campe, Friedrich","Campe, Friedrich (1777–1846)",3,
HCAP02336,Reg0045480,exact_name,"Campe, Heinrich Wilhelm","Campe, Heinrich Wilhelm",1,
HCAP02337,Reg0045490,exact_name,"Campe, Julius","Campe, Julius (1792–1867)",1,
HCAP02338,Reg0045510,exact_name,"Camphausen, Wilhelm","Camphausen, Wilhelm (1818–1885)",1,
HCAP02339,Reg0045530,exact_name,"Camuccini, Vincenzo","Camuccini, Vincenzo (1771–1844)",1,
HCAP02340,Reg0045540,exact_name,"Candolle, Augustin de","Candolle, Augustin de (1778–1841)",1,
HCAP02341,Reg0045550,exact_name,"Canitz und Dallwitz, Karl Wilhelm Ernst von, Friherre","Canitz und Dallwitz, Karl Wilhelm Ernst von, Friherre (1787–1850)",2,
HCAP02342,Reg0045560,exact_name,"Canova, Antonio","Canova, Antonio (1757–1822)",26,
HCAP02343,Reg0045570,exact_name,"Cánovas del Castillo, Antonio","Cánovas del Castillo, Antonio (1828–1897)",2,
HCAP02344,Reg0045580,exact_name,"Cantor, Julie","Cantor, Julie (1801–1871)",0,
HCAP02345,Reg0045600,exact_name,"Cantu, Cesare","Cantù, Cesare (1807–1895)",0,
HCAP02346,Reg0045610,exact_name,"Capo d'Istria, Johannes Antonio","Capo d’Istria, Johannes Antonio (1776–1831)",1,
HCAP02347,Reg0045620,exact_name,"Capoul, Victor","Capoul, Victor (1839–1924)",1,
HCAP02348,Reg0045630,exact_name,"Capua, Carlo, Prins af —","Capua, Carlo, Prins af – (1811–1862)",1,
HCAP02350,Reg0045660,exact_name,Caravados,Caravados,1,
HCAP02351,Reg0045670,exact_name,"Caravaggio, Michelangelo Merisi da","Caravaggio, Michelangelo Merisi da (1565–1609)",5,
HCAP02352,Reg0045680,exact_name,Carey,Carey,1,
HCAP02353,Reg0045690,exact_name,"Carey, Gustave","Carey, Gustave (ca. 1818–81)",1,
HCAP02355,Reg0045710,exact_name,"Carl, Adolph","Carl, Adolph (1814–1845)",1,
HCAP02356,Reg0045720,exact_name,Carlén,Carlén,0,
HCAP02358,Reg0045740,exact_name,"Carlén, Johan Gabriel","Carlén, Johan Gabriel (1814–1875)",3,
HCAP02359,Reg0045750,exact_name,"Carlowitz-Hartitzsch, Alfred Emil von","Carlowitz-Hartitzsch, Alfred Emil von (1817–1863)",1,
HCAP02360,Reg0045760,exact_name,"Carlowitz-Maxen, Adeline von","Carlowitz-Maxen, Adeline von (1808–1884)",2,
HCAP02361,Reg0045770,exact_name,"Carlsen, C.","Carlsen, C. (1813–1899)",1,
HCAP02362,Reg0045780,exact_name,"Carlsen, Emmy","Carlsen, Emmy (1842–1912)",1,
HCAP02363,Reg0045790,exact_name,"Carlsen, Franziska","Carlsen, Franziska (1817–1876)",3,
HCAP02364,Reg0045800,exact_name,"Carlstedt, F.","Carlstedt, F. (1797–1844)",13,
HCAP02365,Reg0045810,exact_name,"Carlyle, Thomas","Carlyle, Thomas (1795–1881)",1,
HCAP02366,Reg0045820,exact_name,"Caroc, Carl","Caroc, Carl (1811–1882)",9,
HCAP02367,Reg0045830,exact_name,"Caroc, Clara Augusta, f. Resch","Caroc, Clara Augusta, f. Resch (1818–1885)",2,
HCAP02368,Reg0045840,exact_name,"Caroc, Herman","Caroc, Herman (1842–1886)",1,
HCAP02369,Reg0045850,exact_name,"Caroc, Thomasine (Sine)","Caroc, Thomasine (Sine) (1825–1916)",6,
HCAP02370,Reg0045860,name_and_overlap,Caroline,Caroline,1,
HCAP02371,Reg0045860,name_and_overlap,Caroline,Caroline,1,
HCAP02372,Reg0045880,exact_name,"Carracci, Agostino","Carracci, Agostino (1557–1602)",1,
HCAP02373,Reg0045890,exact_name,"Carracci, Annibale","Carracci, Annibale (1560–1609)",6,
HCAP02374,Reg0045900,exact_name,"Carracci, Lodovico","Carracci, Lodovico (1555–1619)",4,
HCAP02375,Reg0045910,exact_name,"Carriere, Moritz","Carriere, Moritz (1817–1895)",0,
HCAP02376,Reg0045920,signature_only,"Carstens, Søn af Fedder C.",Carstens,1,
HCAP02377,Reg0045930,exact_name,"Carstens, Fedder","Carstens, Fedder (1784–1874)",5,
HCAP02378,Reg0045940,exact_name,"Carstensen, Anna Magdalene, f. Ulrich","Carstensen, Anna Magdalene, f. Ulrich (1794–1865)",1,
HCAP02379,Reg0045950,exact_name,"Carstensen, Carl","Carstensen, Carl (1837–1922)",10,
HCAP02380,Reg0045960,exact_name,"Carstensen, Caroline Louise Ernestine Sophie","Carstensen, Caroline Louise Ernestine Sophie (1834–1869)",1,
HCAP02381,Reg0045970,exact_name,"Carstensen, Eduard","Carstensen, Eduard",2,
HCAP02382,Reg0045980,exact_name,"Carstensen, Edward J. A.","Carstensen, Edward J. A. (1815–1898)",3,
HCAP02383,Reg0045990,exact_name,"Carstensen, Fanny Elizabeth, f. Webb","Carstensen, Fanny Elizabeth, f. Webb (ca. 1824–46)",1,
HCAP02384,Reg0046000,exact_name,"Carstensen, Fr. Mylford","Carstensen, Fr. Mylford (død 1873)",1,
HCAP02385,Reg0046010,exact_name,"Carstensen, Georg","Carstensen, Georg (1812–1857)",2,
HCAP02386,Reg0046020,exact_name,"Carstensen, J. A.","Carstensen, J. A. (1783–1853)",2,
HCAP02387,Reg0046030,exact_name,"Carton, Madame","Carton, Madame",1,
HCAP02388,Reg0046050,exact_name,"Cartwright, Sir Thomas","Cartwright, Sir Thomas (1795–1850)",1,
HCAP02389,Reg0046060,exact_name,"Caruana, Pietru Pawl","Caruana, Pietru Pawl (1794–1852)",1,
HCAP02390,Reg0046070,exact_name,Carus,Carus,1,
HCAP02391,,none,"Carus, Frøknerne, Døtre af Carl Gustav C. (Marianne Albertine",,0,
HCAP02392,Reg0046090,exact_name,"Carus, Carl Gustav","Carus, Carl Gustav (1779–1868)",10,
HCAP02393,Reg0046100,exact_name,"Carvalho, Ridder José Sebastiäo Alfonso","Carvalho, Ridder José Sebastiäo Alfonso",1,
HCAP02394,Reg0046110,exact_name,"Carøe, Carrø","Carøe, Carrø",1,
HCAP02395,Reg0046120,exact_name,"Carøe, Johan Frederik Anton Martinus","Carøe, Johan Frederik Anton Martinus (1811–1890)",1,
HCAP02396,Reg0046130,exact_name,"Casameiro, Pietro","Casameiro, Pietro",2,
HCAP02397,Reg0046140,exact_name,"Casanova, Gian Carlo","Casanova, Gian Carlo (1817–?)",2,
HCAP02398,Reg0046150,exact_name,"Casorti, Giuseppe","Casorti, Giuseppe (1749–1826)",5,
HCAP02399,Reg0046160,exact_name,"Casse, A. L.","Casse, A. L. (1803–1886)",1,
HCAP02400,Reg0046180,exact_name,"Casse, Peter Engelbreth","Casse, Peter Engelbreth (1837–1920)",1,
HCAP02401,Reg0046190,exact_name,"Casse, Severine, f. Engelbreth","Casse, Severine, f. Engelbreth (1805–1898)",1,
HCAP02402,Reg0046200,exact_name,Cassell,Cassell,1,
HCAP02403,Reg0046210,exact_name,"Cassini, Arthur","Cassini, Arthur",2,
HCAP02404,Reg0046220,exact_name,"Castelli, Ignaz Franz","Castelli, Ignaz Franz (1781–1862)",5,
HCAP02405,Reg0046230,exact_name,"Castenschiold, Adolph Frederik Holten","Castenschiold, Adolph Frederik Holten (1805–1865)",5,
HCAP02406,Reg0046240,exact_name,"Castenschiold, Anna Margrethe, f. Wegener","Castenschiold, Anna Margrethe, f. Wegener (1808–1875)",1,
HCAP02407,Reg0046250,exact_name,"Castenschiold, Berndt","Castenschiold, Berndt (1811–1891)",2,
HCAP02408,Reg0046260,exact_name,"Castenschiold, Bertha","Castenschiold, Bertha (1868–1951)",14,
HCAP02409,Reg0046270,exact_name,"Castenschiold, Carl","Castenschiold, Carl (1837–1919)",19,
HCAP02410,Reg0046280,exact_name,"Castenschiold, Caspar Holten Grevencop-","Castenschiold, Caspar Holten Grevencop- (1780–1854)",1,
HCAP02411,Reg0046290,exact_name,"Castenschiold, Elisabeth","Castenschiold, Elisabeth (1824–1879)",7,
HCAP02412,Reg0046300,exact_name,"Castenschiold, Elisabeth (Lise)","Castenschiold, Elisabeth (Lise) (1838–1923)",9,
HCAP02413,Reg0046310,exact_name,"Castenschiold, Else Marie, f. Olsen","Castenschiold, Else Marie, f. Olsen (1805–1888)",11,
HCAP02414,Reg0046320,exact_name,"Castenschiold, Frederikke","Castenschiold, Frederikke (1831–1920)",16,
HCAP02415,Reg0046330,exact_name,"Castenschiold, Henrik Holten","Castenschiold, Henrik Holten (1834–1867)",1,
HCAP02416,Reg0046340,name_and_signature,"Castenschiold, Holten","Castenschiold, Holten (1842–1896)",3,
HCAP02417,Reg0046350,name_and_signature,"Castenschiold, Holten","Castenschiold, Holten (1874–1968)",1,
HCAP02418,Reg0046360,exact_name,"Castenschiold, Holten Frederik","Castenschiold, Holten Frederik (1865–1950)",1,
HCAP02419,Reg0046370,exact_name,"Castenschiold, Holtine Conradine","Castenschiold, Holtine Conradine (1819–1897)",2,
HCAP02420,Reg0046380,exact_name,"Castenschiold, Julie, f. Uldall","Castenschiold, Julie, f. Uldall (1841–1914)",1,
HCAP02421,Reg0046390,exact_name,"Castenschiold, Lorentz Vilhelm","Castenschiold, Lorentz Vilhelm (1807–1903)",1,
HCAP02422,Reg0046400,exact_name,"Castenschiold, Lucie, f. Scavenius","Castenschiold, Lucie, f. Scavenius (1844–1920)",4,
HCAP02423,Reg0046420,exact_name,"Castenschiold, Maria","Castenschiold, Maria (1850–1913)",1,
HCAP02424,Reg0046430,exact_name,"Castenschiold, Marie Elisabeth","Castenschiold, Marie Elisabeth",2,
HCAP02425,Reg0046440,exact_name,"Castenschiold, Sigismunda, f. Steinmann","Castenschiold, Sigismunda, f. Steinmann (1824–1907)",2,
HCAP02426,Reg0046450,exact_name,"Castenschiold, Vilhelmine (Mine), f. Olsen","Castenschiold, Vilhelmine (Mine), f. Olsen (1809–1887)",3,
HCAP02427,Reg0046460,exact_name,"Castenskiold, Anton","Castenskiold, Anton (1860–1940)",3,
HCAP02428,Reg0046470,exact_name,"Castenskiold, Annette Grevenkop-, f. von Lüttichau","Castenskiold, Annette Grevenkop-, f. von Lüttichau (1810–1872)",1,
HCAP02429,Reg0046480,exact_name,"Castenskiold, Carl Holten Grevenkop-","Castenskiold, Carl Holten Grevenkop- (1850–1913)",1,
HCAP02430,Reg0046490,exact_name,"Castenskiold, Christian","Castenskiold, Christian (1858–1915)",2,
HCAP02431,Reg0046500,exact_name,"Castenskiold, Helmuth Grevenkop-","Castenskiold, Helmuth Grevenkop- (1838–1913)",3,
HCAP02432,Reg0046510,exact_name,"Castenskiold, Ida Sophie Wilhelmine, f. Grevenkop-Castenskiold","Castenskiold, Ida Sophie Wilhelmine, f. Grevenkop-Castenskiold (1833–1908)",8,
HCAP02433,Reg0046520,exact_name,"Castenskiold, Jørgen Grevenkop-","Castenskiold, Jørgen Grevenkop- (1804–1874)",4,
HCAP02434,Reg0046530,exact_name,"Castenskiold, Ludvig","Castenskiold, Ludvig (1823–1905)",0,
HCAP02435,Reg0046540,exact_name,"Castenskiold, Melchior Grevenkop-","Castenskiold, Melchior Grevenkop- (1807–1878)",10,
HCAP02436,Reg0046550,name_and_overlap,"Castenskiold, Vilhelm Grevenkop-","Castenskiold, Vilhelm Grevenkop- (1806–1844)",7,
HCAP02437,Reg0046560,name_and_signature,"Castenskiold, Vilhelm Grevenkop-","Castenskiold, Vilhelm Grevenkop- (1855–1915)",1,
HCAP02438,Reg0046590,signature_only,"Castex, Blanche, f. Jurgensen","Gastex, Paul",2,
HCAP02439,Reg0046610,exact_name,Castilho,Castilho,2,
HCAP02440,Reg0046620,exact_name,"Castilho, Antonio Feliciano de","Castilho, Antonio Feliciano de (1800–1875)",9,
HCAP02441,Reg0046640,exact_name,"Castilho, Julio de","Castilho, Julio de (1840–1919)",2,
HCAP02442,Reg0046650,signature_only,"Castillien, Pedro I, den Grusomme, Konge af —","Gastillien, Pedro I, den Grusomme, Konge af – (1334–1369)",1,
HCAP02443,Reg0046660,exact_name,"Castlereagh, Charles Stewart, Viscount","Castlereagh, Charles Stewart, Viscount (1778–1854)",1,
HCAP02444,Reg0046680,exact_name,"Castlereagh, Frederick William Robert Stewart, Viscount","Castlereagh, Frederick William Robert Stewart, Viscount (1805–1872)",2,
HCAP02445,Reg0046690,exact_name,"Castonier, Annie Catharine, f. O'Ferral","Castonier, Annie Catharine, f. O’Ferral (1813–1878)",2,
HCAP02446,Reg0046700,exact_name,"Castonier, Sophy","Castonier, Sophy (1853–1925)",1,
HCAP02447,Reg0046710,exact_name,"Castonier, Suzanne Marie","Castonier, Suzanne Marie (1856–1937)",0,
HCAP02448,Reg0046730,exact_name,"Castro, David de","Castro, David de (1798–1876)",1,
HCAP02449,Reg0046740,exact_name,"Castro, Ines de","Castro, Ines de (død 1355)",3,
HCAP02450,Reg0046750,exact_name,Catharina af Siena,Catharina af Siena (1347–1380),1,
HCAP02451,Reg0046760,exact_name,Cathrine,Cathrine,1,
HCAP02452,,none,Caubet,,0,
HCAP02453,,none,"Caus, Salomon de",,0,
HCAP02454,Reg0046790,signature_only,"Causse, Barthélemey","Gausse, Barthélemey (død 1850, 50 år gl.)",2,
HCAP02455,Reg0046800,exact_name,"Cavaignac, Eugène","Cavaignac, Eugène (1802–1857)",1,
HCAP02457,Reg0046820,exact_name,"Cavallucci, Antonio","Cavallucci, Antonio (1752–1795)",1,
HCAP02458,Reg0046830,exact_name,"Cavour, Camillo di, Greve","Cavour, Camillo di, Greve (1810–1861)",2,
HCAP02459,Reg0046840,exact_name,"Cazalis, Adolphe","Cazalis, Adolphe",2,
HCAP02460,Reg0046850,exact_name,"Cazalis, Clara, f. Tutein","Cazalis, Clara, f. Tutein (1800–1854)",3,
HCAP02461,Reg0046870,exact_name,"Cazalis, William","Cazalis, William (1803–1878)",1,
HCAP02462,Reg0046890,signature_only,Cazin,Cecilia (død 1530),3,
HCAP02463,Reg0046890,exact_name,Cecilia,Cecilia (død 1530),0,
HCAP02464,Reg0046900,exact_name,Cecilie,Cecilie,1,
HCAP02465,,none,"Cederfeld de Simonsen, Carl",,0,
HCAP02466,Reg0046920,exact_name,"Cederfeld de Simonsen, Charlotte, f. Koefoed","Cederfeld de Simonsen, Charlotte, f. Koefoed (1805–1893)",0,
HCAP02467,Reg0046930,exact_name,"Cellini, Benvenuto","Cellini, Benvenuto (1500–1571)",2,
HCAP02468,Reg0046940,exact_name,"Cenci, Beatrice","Cenci, Beatrice (1577–1599)",5,
HCAP02469,Reg0046950,exact_name,"Cerillo, Gabrielle, f. Knudsen","Cerillo, Gabrielle, f. Knudsen (1802–1884)",2,
HCAP02470,Reg0046990,exact_name,"Cervantes Saavedra, Miguel de","Cervantes Saavedra, Miguel de (1547–1616)",6,
HCAP02471,Reg0047000,exact_name,"Cetti, Frederik","Cetti, Frederik (1838–1906)",3,
HCAP02472,Reg0047010,exact_name,"Cetti, Giovanni Battista","Cetti, Giovanni Battista (1794–1858)",1,
HCAP02473,Reg0047020,exact_name,"Cetti, Joseph","Cetti, Joseph (1814–1870)",1,
HCAP02474,Reg0047030,exact_name,"Cetti, Ludovica Camilla","Cetti, Ludovica Camilla (1848–1935)",0,
HCAP02475,Reg0047060,exact_name,"Chamisso, Adelbert von","Chamisso, Adelbert von (1781–1838)",9,
HCAP02476,Reg0047070,exact_name,"Chamisso, Adelbert Septimus von","Chamisso, Adelbert Septimus von (1835–1855)",1,
HCAP02477,Reg0047080,exact_name,"Chamisso, Adolph von","Chamisso, Adolph von (1830–1893)",1,
HCAP02478,Reg0047090,exact_name,"Chamisso, Ernst von","Chamisso, Ernst von (1820–1894)",2,
HCAP02479,Reg0047100,exact_name,"Chamisso, Hermann von","Chamisso, Hermann von (1832–1886)",1,
HCAP02480,Reg0047110,exact_name,"Chamisso, Johanne Caroline von","Chamisso, Johanne Caroline von (1829–1908)",2,
HCAP02481,Reg0047120,exact_name,"Chamisso, Louise Adelaide von","Chamisso, Louise Adelaide von (1827–1854)",2,
HCAP02482,Reg0047130,exact_name,"Chamisso, Max von","Chamisso, Max von (1822–1894)",2,
HCAP02483,Reg0047140,exact_name,"Championnet, J.-A.-E.","Championnet, J.-A.-E. (1762–1800)",1,
HCAP02484,Reg0047150,exact_name,"Chantrey, Sir Francis Legatt","Chantrey, Sir Francis Legatt (1781–1842)",1,
HCAP02485,Reg0047160,exact_name,Chapay,Chapay,1,
HCAP02486,Reg0047170,exact_name,Charlis,Charlis,1,
HCAP02487,Reg0047180,exact_name,"Charrasana, Madame","Charrasana, Madame",1,
HCAP02488,Reg0047190,exact_name,"Chasles, Marie, f. Moreau Du Breuil","Chasles, Marie, f. Moreau Du Breuil (1823–?)",1,
HCAP02489,Reg0047200,exact_name,"Chasles, Philarète","Chasles, Philarète (1798–1873)",3,
HCAP02490,Reg0047210,exact_name,"Chaudet, Antoine Denis","Chaudet, Antoine Denis (1763–1810)",1,
HCAP02491,Reg0047220,exact_name,"Chaunier, J.","Chaunier, J.",1,
HCAP02492,Reg0047230,exact_name,Chaunis,Chaunis,1,
HCAP02493,Reg0047240,exact_name,"Checcherini, Giuseppe","Checcherini, Giuseppe (1777–1840)",1,
HCAP02494,Reg0047250,exact_name,"Cherbuliez, Felicia, f. Bourlier","Cherbuliez, Felicia, f. Bourlier (1804–1901)",1,
HCAP02495,Reg0047260,exact_name,"Cherbuliez, Joël","Cherbuliez, Joël (1806–1870)",1,
HCAP02496,Reg0047270,exact_name,"Cherbuliez, Victor","Cherbuliez, Victor (1829–1899)",0,
HCAP02497,Reg0047280,exact_name,"Cherubini, Luigi","Cherubini, Luigi (1760–1842)",3,
HCAP02498,Reg0047290,exact_name,Chevalier,Chevalier,3,
HCAP02500,Reg0047310,exact_name,"Chiaveri, Luigi","Chiaveri, Luigi (død 1837)",2,
HCAP02501,Reg0047320,exact_name,"Chievitz, J. C.","Chievitz, J. C. (1815–1893)",1,
HCAP02502,Reg0047330,exact_name,"Chievitz, Poul","Chievitz, Poul (1817–1854)",0,
HCAP02503,Reg0047350,exact_name,"Chopin, Frédéric","Chopin, Frédéric (1810–1849)",2,
HCAP02504,Reg0047360,exact_name,"Choræus, Michael","Choræus, Michael (1774–1806)",2,
HCAP02505,Reg0047370,signature_only,"Chosrew Pasha, tyrkisk Guvernør i Belgrad",Chosrew Pasha,1,
HCAP02506,Reg0047380,exact_name,"Christen, Adolf","Christen, Adolf (1811–1883)",1,
HCAP02507,Reg0047390,name_and_overlap,Christensen,Christensen,1,
HCAP02508,Reg0047400,name_and_signature,"Christensen, Frk.","Christensen, Frk.",1,
HCAP02509,,ambiguous,Christensen,,0,
HCAP02510,Reg0047390,name_and_overlap,Christensen,Christensen,1,
HCAP02511,Reg0047390,name_and_overlap,Christensen,Christensen,1,
HCAP02512,Reg0047390,name_and_overlap,Christensen,Christensen,2,
HCAP02515,Reg0047480,exact_name,"Christensen, Alma","Christensen, Alma",2,
HCAP02516,Reg0047490,exact_name,"Christensen, C. F.","Christensen, C. F. (1805–1883)",4,
HCAP02517,Reg0047500,exact_name,"Christensen, C. Th.","Christensen, C. Th. (1832–1905)",11,
HCAP02518,Reg0047510,name_and_overlap,"Christensen, Christen","Christensen, Christen (1806–1845)",6,
HCAP02519,Reg0047520,name_and_signature,"Christensen, Christen","Christensen, Christen (1808–1865)",1,
HCAP02520,Reg0047540,exact_name,"Christensen, Emmy Laura, f. Schiøtt","Christensen, Emmy Laura, f. Schiøtt (1835–1925)",2,
HCAP02521,Reg0047550,exact_name,"Christensen, Georg","Christensen, Georg (1819–1883)",1,
HCAP02522,Reg0047560,exact_name,"Christensen, Harald","Christensen, Harald (1823–1892)",14,
HCAP02523,Reg0047570,exact_name,"Christensen, Harald Viggo","Christensen, Harald Viggo (1822–1879)",2,
HCAP02524,Reg0047580,exact_name,"Christensen, Jens","Christensen, Jens",1,
HCAP02525,Reg0047590,exact_name,"Christensen, Jens Chr.","Christensen, Jens Chr. (ca. 1779–1847)",1,
HCAP02526,Reg0047600,exact_name,"Christensen, Laurits Daniel","Christensen, Laurits Daniel (1843–1880)",4,
HCAP02527,Reg0047620,exact_name,"Christensen, Sophie Dorothea, f. Byrholdt","Christensen, Sophie Dorothea, f. Byrholdt (1806–1870)",1,
HCAP02528,Reg0047630,exact_name,"Christensen, Wenzeline Christiane Frederikke, f. Stæger","Christensen, Wenzeline Christiane Frederikke, f. Stæger (1824–1910)",5,
HCAP02531,Reg0047660,name_and_overlap,Christian,Christian,27,
HCAP02532,Reg0047660,name_and_overlap,Christian,Christian,1,
HCAP02533,,ambiguous,Christian,,0,
HCAP02534,Reg0047700,exact_name,"Christiani, Jens","Christiani, Jens (død 1908)",1,
HCAP02535,Reg0047710,exact_name,"Christiani, Rudolf","Christiani, Rudolf (1797–1858)",1,
HCAP02536,Reg0047720,exact_name,"Christiani, W. Caroline, f. Timmermann","Christiani, W. Caroline, f. Timmermann (1815–?)",6,
HCAP02537,Reg0047730,exact_name,"Christiansen, Christian","Christiansen, Christian (1843–1917)",1,
HCAP02538,Reg0047740,exact_name,"Christiansen, Christian Andreas","Christiansen, Christian Andreas (1780–1831)",1,
HCAP02539,Reg0047750,exact_name,"Christiansen, Eduard","Christiansen, Eduard (1831–1884)",0,
HCAP02540,Reg0047760,exact_name,"Christides, Demetrios","Christides, Demetrios (1795–1879)",4,
HCAP02541,Reg0047770,exact_name,Christine,Christine,3,
HCAP02542,,none,"Christmas-Dirckinck-Holmfeld, Tusky, f. Friherreinde Dirckinck-Holmfeld",,0,
HCAP02543,Reg0047790,exact_name,"Christophersen, Ernesta, f. Simonsen","Christophersen, Ernesta, f. Simonsen (1843–1916)",1,
HCAP02544,Reg0047810,exact_name,"Christophersen, Harald","Christophersen, Harald (1838–1919)",0,
HCAP02545,Reg0047820,exact_name,Christophorus,Christophorus,1,
HCAP02546,Reg0047830,signature_only,"Ciaffei, Francesco","Giaffei, Francesco (1819–?)",2,
HCAP02547,Reg0047840,exact_name,"Cicero, Marcus Tullius","Cicero, Marcus Tullius (106–43 f.Chr.)",1,
HCAP02548,Reg0047850,exact_name,"Cid, El, Rodrigo Diaz de Vivar, kaldet -","Cid, El, Rodrigo Diaz de Vivar, kaldet -",1,
HCAP02549,Reg0047860,exact_name,"Cimarosa, Domenico","Cimarosa, Domenico (1749–1801)",1,
HCAP02550,Reg0047870,exact_name,"Civetta, Herri met de Bles, kaldet -","Civetta, Herri met de Bles, kaldet -",1,
HCAP02551,Reg0047880,exact_name,Clara-Margueron,Clara-Margueron,1,
HCAP02552,Reg0047890,exact_name,"Clarence og Avondale, Albert Victor, Hertug af —","Clarence og Avondale, Albert Victor, Hertug af – (1864–1892)",5,
HCAP02553,Reg0047900,exact_name,"Clark, Alfred","Clark, Alfred",1,
HCAP02554,Reg0047910,exact_name,"Clary und Aldringen, Edmund, Fyrste af —","Clary und Aldringen, Edmund, Fyrste af – (1813–1894)",1,
HCAP02555,Reg0047920,signature_only,"Clasen, Laura, f. Nysted","Giasen, Laura, f. Nysted (1827–1873)",3,
HCAP02557,Reg0047940,exact_name,"Classen, Clara Charlotte, f. Skeel (Scheel)","Classen, Clara Charlotte, f. Skeel (Scheel) (1809–1898)",8,
HCAP02558,Reg0047950,exact_name,"Classen, P. H.","Classen, P. H. (1804–1886)",3,
HCAP02559,Reg0047970,exact_name,"Clauren, H. (Pseud. f. Karl Heun)","Clauren, H. (Pseud. f. Karl Heun) (1771–1854)",2,
